"full_name","constituency","party","profile_url","dail_term","dail_period","number_of_seats","term_number"
"Patrick J. Burke","Dublin County North","Fianna Fáil","/en/members/member/Patrick-J-Burke.D.1944-06-09/","19th Dáil","(1969 - 1973)","144",19
"Richard Burke","Dublin County South","Fine Gael","/en/members/member/Richard-Burke.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Philip Burton","Cork Mid","Fine Gael","/en/members/member/Philip-Burton.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Hugh Byrne","Dublin North-West","Fine Gael","/en/members/member/Hugh-Byrne.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Frank Carter","Longford-Westmeath","Fianna Fáil","/en/members/member/Frank-Carter.D.1951-06-13/","19th Dáil","(1969 - 1973)","144",19
"Michael Carty","Clare-Galway South","Fianna Fáil","/en/members/member/Michael-Carty.D.1957-03-20/","19th Dáil","(1969 - 1973)","144",19
"Erskine Hamilton Childers","Monaghan","Fianna Fáil","/en/members/member/Erskine-Hamilton-Childers.D.1938-06-30/","19th Dáil","(1969 - 1973)","144",19
"Mark A. Clinton","Dublin County North","Fine Gael","/en/members/member/Mark-A-Clinton.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Frank Cluskey","Dublin Central","Labour Party","/en/members/member/Frank-Cluskey.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"George Colley","Dublin North-Central","Fianna Fáil","/en/members/member/George-Colley.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Edward Collins","Waterford","Fine Gael","/en/members/member/Edward-Collins.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Gerard Collins","Limerick West","Fianna Fáil","/en/members/member/Gerard-Collins.D.1967-11-09/","19th Dáil","(1969 - 1973)","144",19
"John F. Conlan","Monaghan","Fine Gael","/en/members/member/John-F-Conlan.S.1965-06-23/","19th Dáil","(1969 - 1973)","144",19
"Gerard C. Connolly","Laois-Offaly","Fianna Fáil","/en/members/member/Gerard-C-Connolly.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Fintan Coogan","Galway West","Fine Gael","/en/members/member/Fintan-Coogan.D.1954-06-02/","19th Dáil","(1969 - 1973)","144",19
"Patrick Mark Cooney","Longford-Westmeath","Fine Gael","/en/members/member/Patrick-Mark-Cooney.D.1970-04-14/","19th Dáil","(1969 - 1973)","144",19
"Brendan Corish","Wexford","Labour Party","/en/members/member/Brendan-Corish.D.1945-12-04/","19th Dáil","(1969 - 1973)","144",19
"Liam Cosgrave","Dún Laoghaire and Rathdown","Fine Gael","/en/members/member/Liam-Cosgrave.D.1943-07-01/","19th Dáil","(1969 - 1973)","144",19
"Gerard Cott","Cork North East","Fine Gael","/en/members/member/Gerard-Cott.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Stephen Coughlan","Limerick East","Labour Party","/en/members/member/Stephen-Coughlan.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Bernard Cowen","Laois-Offaly","Fianna Fáil","/en/members/member/Bernard-Cowen.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Donal Creed","Cork Mid","Fine Gael","/en/members/member/Donal-Creed.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Jeremiah Cronin","Cork North East","Fianna Fáil","/en/members/member/Jeremiah-Cronin.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Kieran Crotty","Carlow-Kilkenny","Fine Gael","/en/members/member/Kieran-Crotty.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Florence Crowley","Cork South-West","Fianna Fáil","/en/members/member/Florence-Crowley.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Conor Cruise-O'Brien","Dublin North-East","Labour Party","/en/members/member/Conor-Cruise-O'Brien.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Liam Cunningham","Donegal North-East","Fianna Fáil","/en/members/member/Liam-Cunningham.D.1951-06-13/","19th Dáil","(1969 - 1973)","144",19
"Noel Davern","Tipperary South","Fianna Fáil","/en/members/member/Noel-Davern.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Patrick C. Delap","Donegal-Leitrim","Independent","/en/members/member/Patrick-C-Delap.D.1970-12-02/","19th Dáil","(1969 - 1973)","144",19
"Barry Desmond","Dún Laoghaire and Rathdown","Labour Party","/en/members/member/Barry-Desmond.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Henry Percy Dockrell","Dún Laoghaire and Rathdown","Fine Gael","/en/members/member/Henry-Percy-Dockrell.D.1951-06-13/","19th Dáil","(1969 - 1973)","144",19
"Maurice E. Dockrell","Dublin Central","Fine Gael","/en/members/member/Maurice-E-Dockrell.D.1943-07-01/","19th Dáil","(1969 - 1973)","144",19
"Patrick S. Donegan","Louth","Fine Gael","/en/members/member/Patrick-S-Donegan.D.1954-06-02/","19th Dáil","(1969 - 1973)","144",19
"John F. Donnellan","Galway North-East","Fine Gael","/en/members/member/John-F-Donnellan.D.1964-12-03/","19th Dáil","(1969 - 1973)","144",19
"Joseph Dowling","Dublin South-West","Fianna Fáil","/en/members/member/Joseph-Dowling.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Seán Dunne","Dublin South-West","Labour Party","/en/members/member/Seán-Dunne.D.1948-02-18/","19th Dáil","(1969 - 1973)","144",19
"Thomas Dunne","Tipperary North","Fine Gael","/en/members/member/Thomas-Dunne.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Tom Enright","Laois-Offaly","Fine Gael","/en/members/member/Tom-Enright.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Anthony Charles Esmonde","Wexford","Fine Gael","/en/members/member/Anthony-Charles-Esmonde.D.1951-06-13/","19th Dáil","(1969 - 1973)","144",19
"John Fahey","Tipperary South","Fianna Fáil","/en/members/member/John-Fahey.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Padraig Faulkner","Louth","Fianna Fáil","/en/members/member/Padraig-Faulkner.D.1957-03-20/","19th Dáil","(1969 - 1973)","144",19
"Martin Finn","Mayo East","Fine Gael","/en/members/member/Martin-Finn.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Garrett Fitzgerald","Dublin South-East","Fine Gael","/en/members/member/Garrett-Fitzgerald.S.1965-06-23/","19th Dáil","(1969 - 1973)","144",19
"Gene Fitzgerald","Cork Mid","Fianna Fáil","/en/members/member/Gene-Fitzgerald.D.1972-08-02/","19th Dáil","(1969 - 1973)","144",19
"Thomas J. Fitzpatrick","Cavan","Fine Gael","/en/members/member/Thomas-J-Fitzpatrick.S.1961-12-14/","19th Dáil","(1969 - 1973)","144",19
"Tom J. Fitzpatrick","Dublin Central","Fianna Fáil","/en/members/member/Tom-J-Fitzpatrick.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Oliver J. Flanagan","Laois-Offaly","Fine Gael","/en/members/member/Oliver-J-Flanagan.D.1943-07-01/","19th Dáil","(1969 - 1973)","144",19
"Seán Flanagan","Mayo East","Fianna Fáil","/en/members/member/Seán-Flanagan.D.1951-06-13/","19th Dáil","(1969 - 1973)","144",19
"Desmond Foley","Dublin County North","Fianna Fáil","/en/members/member/Desmond-Foley.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Patrick Forde","Cork Mid","Fianna Fáil","/en/members/member/Patrick-Forde.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Billy Fox","Monaghan","Fine Gael","/en/members/member/Billy-Fox.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Seán French","Cork City North-West","Fianna Fáil","/en/members/member/Seán-French.D.1967-11-09/","19th Dáil","(1969 - 1973)","144",19
"James Gallagher","Sligo-Leitrim","Fianna Fáil","/en/members/member/James-Gallagher.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"John Geoghegan","Galway West","Fianna Fáil","/en/members/member/John-Geoghegan.D.1954-06-02/","19th Dáil","(1969 - 1973)","144",19
"Hugh Gibbons","Roscommon-Leitrim","Fianna Fáil","/en/members/member/Hugh-Gibbons.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"James M. Gibbons","Carlow-Kilkenny","Fianna Fáil","/en/members/member/James-M-Gibbons.D.1957-03-20/","19th Dáil","(1969 - 1973)","144",19
"Richard P. Gogan","Dublin North-West","Fianna Fáil","/en/members/member/Richard-P-Gogan.D.1954-06-02/","19th Dáil","(1969 - 1973)","144",19
"Desmond Governey","Carlow-Kilkenny","Fine Gael","/en/members/member/Desmond-Governey.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Patrick D. Harte","Donegal North-East","Fine Gael","/en/members/member/Patrick-D-Harte.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Charles J. Haughey","Dublin North-East","Fianna Fáil","/en/members/member/Charles-J-Haughey.D.1957-03-20/","19th Dáil","(1969 - 1973)","144",19
"Augustine Healy","Cork City South-East","Fianna Fáil","/en/members/member/Augustine-Healy.D.1957-03-20/","19th Dáil","(1969 - 1973)","144",19
"Michael Herbert","Limerick East","Fianna Fáil","/en/members/member/Michael-Herbert.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Patrick John Hillery","Clare","Fianna Fáil","/en/members/member/Patrick-John-Hillery.D.1951-06-13/","19th Dáil","(1969 - 1973)","144",19
"Michael Hilliard","Meath","Fianna Fáil","/en/members/member/Michael-Hilliard.D.1943-07-01/","19th Dáil","(1969 - 1973)","144",19
"Patrick Hogan","Tipperary South","Fine Gael","/en/members/member/Patrick-Hogan.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Brigid Hogan-O'Higgins","Clare-Galway South","Fine Gael","/en/members/member/Brigid-Hogan-O'Higgins.D.1957-03-20/","19th Dáil","(1969 - 1973)","144",19
"Thomas Hussey","Galway North-East","Fianna Fáil","/en/members/member/Thomas-Hussey.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Denis F. Jones","Limerick West","Fine Gael","/en/members/member/Denis-F-Jones.D.1957-03-20/","19th Dáil","(1969 - 1973)","144",19
"Liam Kavanagh","Wicklow","Labour Party","/en/members/member/Liam-Kavanagh.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Justin Keating","Dublin County North","Labour Party","/en/members/member/Justin-Keating.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Billy Kenneally","Waterford","Fianna Fáil","/en/members/member/Billy-Kenneally.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Henry Kenny","Mayo West","Fine Gael","/en/members/member/Henry-Kenny.D.1954-06-02/","19th Dáil","(1969 - 1973)","144",19
"Michael F. Kitt","Galway North-East","Fianna Fáil","/en/members/member/Michael-F-Kitt.D.1948-02-18/","19th Dáil","(1969 - 1973)","144",19
"Gerald L'Estrange","Longford-Westmeath","Fine Gael","/en/members/member/Gerald-L'Estrange.S.1954-07-22/","19th Dáil","(1969 - 1973)","144",19
"Patrick J. Lalor","Laois-Offaly","Fianna Fáil","/en/members/member/Patrick-J-Lalor.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Noel T. Lemass","Dublin South-West","Fianna Fáil","/en/members/member/Noel-T-Lemass.D.1956-11-14/","19th Dáil","(1969 - 1973)","144",19
"Joseph R. Leneghan","Mayo West","Fianna Fáil","/en/members/member/Joseph-R-Leneghan.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Patrick J. Lenihan","Longford-Westmeath","Fianna Fáil","/en/members/member/Patrick-J-Lenihan.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Brian Lenihan Snr.","Roscommon-Leitrim","Fianna Fáil","/en/members/member/Brian-Lenihan-Snr.S.1957-05-22/","19th Dáil","(1969 - 1973)","144",19
"William Loughnane","Clare-Galway South","Fianna Fáil","/en/members/member/William-Loughnane.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Celia Lynch","Dublin North-Central","Fianna Fáil","/en/members/member/Celia-Lynch.D.1954-06-02/","19th Dáil","(1969 - 1973)","144",19
"Gerard Lynch","Kerry North","Fine Gael","/en/members/member/Gerard-Lynch.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"John Lynch","Cork City North-West","Fianna Fáil","/en/members/member/John-Lynch.D.1948-02-18/","19th Dáil","(1969 - 1973)","144",19
"Raymond MacSharry","Sligo-Leitrim","Fianna Fáil","/en/members/member/Raymond-MacSharry.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Patrick Malone","Kildare","Fine Gael","/en/members/member/Patrick-Malone.S.1965-06-23/","19th Dáil","(1969 - 1973)","144",19
"Thomas McEllistrim Jnr.","Kerry North","Fianna Fáil","/en/members/member/Thomas-McEllistrim-Jnr.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Joseph McLoughlin","Sligo-Leitrim","Fine Gael","/en/members/member/Joseph-McLoughlin.D.1961-03-01/","19th Dáil","(1969 - 1973)","144",19
"Lawrence McMahon","Dublin County South","Fine Gael","/en/members/member/Lawrence-McMahon.D.1970-12-02/","19th Dáil","(1969 - 1973)","144",19
"Thomas J. V. Meaney","Cork Mid","Fianna Fáil","/en/members/member/Thomas-J-V-Meaney.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Robert Molloy","Galway West","Fianna Fáil","/en/members/member/Robert-Molloy.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Seán Moore","Dublin South-East","Fianna Fáil","/en/members/member/Seán-Moore.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Michael Moran","Mayo West","Fianna Fáil","/en/members/member/Michael-Moran.D.1938-06-30/","19th Dáil","(1969 - 1973)","144",19
"Michael Pat Murphy","Cork South-West","Labour Party","/en/members/member/Michael-Pat-Murphy.D.1951-06-13/","19th Dáil","(1969 - 1973)","144",19
"Thomas Nolan","Carlow-Kilkenny","Fianna Fáil","/en/members/member/Thomas-Nolan.S.1961-12-14/","19th Dáil","(1969 - 1973)","144",19
"Michael J. Noonan","Limerick West","Fianna Fáil","/en/members/member/Michael-J-Noonan.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"John F. O'Connell","Dublin South-West","Labour Party","/en/members/member/John-F-O'Connell.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Timothy O'Connor","Kerry South","Fianna Fáil","/en/members/member/Timothy-O'Connor.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Patrick O'Donnell","Donegal-Leitrim","Fine Gael","/en/members/member/Patrick-O'Donnell.D.1949-11-16/","19th Dáil","(1969 - 1973)","144",19
"Thomas G. O'Donnell","Limerick East","Fine Gael","/en/members/member/Thomas-G-O'Donnell.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"John O'Donovan","Dublin South-Central","Labour Party","/en/members/member/John-O'Donovan.D.1954-06-02/","19th Dáil","(1969 - 1973)","144",19
"Thomas O'Hara","Mayo East","Fine Gael","/en/members/member/Thomas-O'Hara.D.1951-06-13/","19th Dáil","(1969 - 1973)","144",19
"Thomas F. O'Higgins Jnr.","Dublin County South","Fine Gael","/en/members/member/Thomas-F-O'Higgins-Jnr.D.1948-02-18/","19th Dáil","(1969 - 1973)","144",19
"Michael O'Kennedy","Tipperary North","Fianna Fáil","/en/members/member/Michael-O'Kennedy.S.1965-06-23/","19th Dáil","(1969 - 1973)","144",19
"John O'Leary","Kerry South","Fianna Fáil","/en/members/member/John-O'Leary.D.1966-12-07/","19th Dáil","(1969 - 1973)","144",19
"Michael O'Leary","Dublin North-Central","Labour Party","/en/members/member/Michael-O'Leary.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Desmond J. O'Malley","Limerick East","Fianna Fáil","/en/members/member/Desmond-J-O'Malley.D.1968-05-22/","19th Dáil","(1969 - 1973)","144",19
"Patrick O'Reilly","Cavan","Fine Gael","/en/members/member/Patrick-O'Reilly.D.1943-07-01/","19th Dáil","(1969 - 1973)","144",19
"John L. O'Sullivan","Cork South-West","Fine Gael","/en/members/member/John-L-O'Sullivan.S.1954-07-22/","19th Dáil","(1969 - 1973)","144",19
"Séamus Pattison","Carlow-Kilkenny","Labour Party","/en/members/member/Séamus-Pattison.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Patrick Power","Kildare","Fianna Fáil","/en/members/member/Patrick-Power.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Richie Ryan","Dublin South-Central","Fine Gael","/en/members/member/Richie-Ryan.D.1959-07-22/","19th Dáil","(1969 - 1973)","144",19
"Joseph M. Sheridan","Longford-Westmeath","Independent","/en/members/member/Joseph-M-Sheridan.S.1956-05-14/","19th Dáil","(1969 - 1973)","144",19
"Seán Sherwin","Dublin South-West","Independent","/en/members/member/Seán-Sherwin.D.1970-03-04/","19th Dáil","(1969 - 1973)","144",19
"Michael Smith","Tipperary North","Fianna Fáil","/en/members/member/Michael-Smith.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Patrick Smith","Cavan","Fianna Fáil","/en/members/member/Patrick-Smith.D.1923-09-19/","19th Dáil","(1969 - 1973)","144",19
"Daniel Spring","Kerry North","Labour Party","/en/members/member/Daniel-Spring.D.1943-07-01/","19th Dáil","(1969 - 1973)","144",19
"Gerard Sweetman","Kildare","Fine Gael","/en/members/member/Gerard-Sweetman.S.1943-09-08/","19th Dáil","(1969 - 1973)","144",19
"Francis Taylor","Clare","Fine Gael","/en/members/member/Francis-Taylor.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"David Thornley","Dublin North-West","Labour Party","/en/members/member/David-Thornley.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Godfrey Timmins","Wicklow","Fine Gael","/en/members/member/Godfrey-Timmins.D.1968-03-14/","19th Dáil","(1969 - 1973)","144",19
"Eugene Timmons","Dublin North-East","Fianna Fáil","/en/members/member/Eugene-Timmons.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"Seán Treacy","Tipperary South","Labour Party","/en/members/member/Seán-Treacy.D.1961-10-11/","19th Dáil","(1969 - 1973)","144",19
"James Tully","Meath","Labour Party","/en/members/member/James-Tully.D.1954-06-02/","19th Dáil","(1969 - 1973)","144",19
"James C. Tunney","Dublin North-West","Fianna Fáil","/en/members/member/James-C-Tunney.D.1969-07-02/","19th Dáil","(1969 - 1973)","144",19
"Pearse Wyse","Cork City South-East","Fianna Fáil","/en/members/member/Pearse-Wyse.D.1965-04-21/","19th Dáil","(1969 - 1973)","144",19
"Vivion de Valera","Dublin Central","Fianna Fáil","/en/members/member/Vivion-de-Valera.D.1945-12-04/","19th Dáil","(1969 - 1973)","144",19
"Liam Ahern","Cork North East","Fianna Fáil","/en/members/member/Liam-Ahern.S.1957-05-22/","20th Dáil","(1973 - 1977)","144",20
"Lorcan Allen","Wexford","Fianna Fáil","/en/members/member/Lorcan-Allen.D.1961-10-11/","20th Dáil","(1973 - 1977)","144",20
"David Andrews","Dún Laoghaire and Rathdown","Fianna Fáil","/en/members/member/David-Andrews.D.1965-04-21/","20th Dáil","(1973 - 1977)","144",20
"Sylvester Barrett","Clare","Fianna Fáil","/en/members/member/Sylvester-Barrett.D.1968-03-14/","20th Dáil","(1973 - 1977)","144",20
"Peter Barry","Cork City South-East","Fine Gael","/en/members/member/Peter-Barry.D.1969-07-02/","20th Dáil","(1973 - 1977)","144",20
"Richard Barry","Cork North East","Fine Gael","/en/members/member/Richard-Barry.D.1953-06-18/","20th Dáil","(1973 - 1977)","144",20
"Michael Begley","Kerry South","Fine Gael","/en/members/member/Michael-Begley.D.1969-07-02/","20th Dáil","(1973 - 1977)","144",20
"Luke Belton","Dublin North-Central","Fine Gael","/en/members/member/Luke-Belton.D.1965-04-21/","20th Dáil","(1973 - 1977)","144",20
"Patrick Belton","Dublin North-East","Fine Gael","/en/members/member/Patrick-Belton.D.1963-05-30/","20th Dáil","(1973 - 1977)","144",20
"Joseph Bermingham","Kildare","Labour Party","/en/members/member/Joseph-Bermingham.D.1973-03-14/","20th Dáil","(1973 - 1977)","144",20
"Neil T.C. Blaney","Donegal North-East","Independent","/en/members/member/Neil-TC-Blaney.D.1948-12-07/","20th Dáil","(1973 - 1977)","144",20
